task_sizes,naive1,naive2,heuristic
10,41.13712731791852,36.854641739190726,36.61200105207144
10,38.38804401589253,35.085641971078765,33.78357392732525
10,34.02408298521361,35.1794479818256,34.02408298521361
10,32.62240272813057,31.094365600768022,29.66364418044988
10,40.14540332877325,36.072303126156186,34.73326084266998
10,32.62240272813057,31.846925753449632,30.241796636594596
10,29.35664368043718,29.004787191960173,28.247509612926166
10,28.975810312883695,29.257347344641772,27.220731970159452
10,38.22289387045643,37.7570371797049,38.22289387045643
10,32.62240272813057,30.885343244375854,30.247979468431407
11,43.44042817681763,43.92140212882994,43.44042817681763
11,40.38683276422805,37.33513611960786,37.67829561617925
11,35.37315153838223,32.01285888146794,31.10997983926751
11,38.49040259562311,34.40376667752653,33.32049842994226
11,34.26757872938215,32.20345780470944,31.215552648267597
11,38.6873599645237,36.7524313688967,34.955146802579065
11,42.14540332877325,38.572303126156186,36.73326084266998
11,35.90208228519033,34.97742092194934,33.94572775090795
11,33.25398490593571,32.004787191960176,31.010696996402157
11,33.59713065644333,32.38784251314147,30.415043031353413
12,39.36311698015424,37.04363349747868,35.22073197015945
12,55.09050647825666,50.81801018972906,48.9365563724082
12,42.268855301563825,43.55189729732964,42.268855301563825
12,46.25844766147817,43.8645698076812,42.44427209565512
12,44.14540332877325,39.80001490214056,38.92306247077997
12,42.26885530156382,43.87299138907085,42.26885530156382
12,36.26757872938215,34.51285888146794,33.2155526482676
12,37.76833905276764,36.59974247040767,35.66130072955433
12,43.50936435945218,41.70279829465589,39.632240328236335
12,45.13712731791853,43.86849672481232,40.61200105207144
13,56.92511432814484,49.37605580572291,48.612001052071435
13,43.9777274111824,41.364530762707496,40.2382564907919
13,40.44168547744184,38.21299112445954,36.60488391425358
13,50.878317959889756,46.96031322408658,46.155715485645956
13,53.87307179014887,51.1986517121214,50.361105661861465
13,44.9223666701608,43.679945995422884,42.098203097145614
13,51.34421421401608,46.045797079470255,44.44427209565512
13,56.22216491259742,51.618244672174576,52.96131760683777
13,38.425557781189525,36.51285888146794,35.14648909849252
13,41.15760858875841,38.07482011090805,36.85731594684179
14,54.46553455757572,48.67527194209998,46.81991578886489
14,47.55507768037202,42.79858971298243,41.61302716982621
14,64.86138792116648,56.49534431826173,55.35423193320332
14,54.17264133876227,51.61195424940541,48.05594902586315
14,50.20148392946466,46.247760074812675,44.90076761667238
14,71.13147430132722,60.9867936763726,58.54533191980186
14,55.87307179014887,53.31997205568105,52.361105661861465
14,49.567382912705256,49.495064976180906,47.377351904435024
14,49.987696692937746,46.82909555701545,44.881344502813874
14,56.33859893265891,53.54722600324563,51.73295691670158
15,50.91515874403203,46.68125010572909,45.532184941123475
15,47.81230912713765,44.72543847870826,43.313773606003544
15,62.046434671704475,54.99636603384119,52.26885530156382
15,49.55507768037202,45.10799078974094,43.6130271698262
15,70.2025421131927,62.220612052718614,60.46878543868535
15,64.2253489518454,60.58123780427667,58.51053684549275
15,51.59586598051021,48.86322756842262,46.36631213319169
15,59.830295027718265,57.781337394920975,56.71888361082273
