task_sizes,naive1,naive2,heuristic
10,41.13712731791853,38.817697351484725,38.34421421401608
10,38.983853004244395,38.57351262135004,38.39386805658845
10,36.00360448848146,36.58535072839707,36.27660004863404
10,38.096641986658945,36.898657770866265,35.86729581838281
10,38.60517334780404,38.012060588423566,37.75725308326096
10,31.691544104900427,32.30138066226144,30.975810312883695
10,36.90076761667238,35.604331191139124,34.807566167916235
10,35.16808429166448,34.55800708729117,33.41348460451408
10,34.92303959114689,32.69962501167946,31.19213095368957
10,36.45661062835941,33.669476140174986,32.80449486817136
11,47.81539493661026,46.106448011116,45.717386587781824
11,41.86122008555841,42.61281898374814,41.747153565242435
11,39.65305374672499,39.748962792916636,39.00762771935908
11,39.964776187013754,40.21925887151735,39.98817441662631
11,41.200612028405956,40.561101688008975,40.06053233828945
11,35.590483720189674,34.47023168509483,33.34237345888319
11,39.09234542432267,39.21920155623054,37.899418712578225
11,43.76720691918828,42.86862720035274,41.6956707609027
11,38.99337553583952,38.948482163119046,38.61956535912708
11,42.09006927703945,40.65051944486703,39.89823360741169
12,46.49150954152171,47.60456837248958,46.40996002320416
12,48.378773946347216,46.80789471747495,46.06904719344908
12,53.36061039088632,51.87920076337713,51.3799059130134
12,53.58926141010319,50.59095174181999,49.54992036142788
12,49.8515335327618,49.203675796647694,48.78709098973291
12,43.30303358441436,42.58151422491717,41.300107034757815
12,45.170503370580995,45.28179077743862,45.9202340910239
12,43.49120951032104,44.03900389648152,43.83524624696274
12,44.80775277769162,43.72258453547684,43.42693462118257
12,44.862503558324505,43.15444586079745,41.43269776292421
13,53.51538767997128,53.75038178040549,53.17475764599442
13,47.015699132696014,46.5730346084548,45.645063236889456
13,52.46202093458868,53.0040895161649,51.694190425809126
13,48.59778307880892,46.81630681668234,44.834486667330054
13,56.40689788217793,55.879633663522064,55.58505379541057
13,51.78647361008147,51.31970568403916,51.808951247378275
13,60.97258273925611,57.625661648493846,56.72676998376611
13,51.80486758604103,50.91554726608245,50.384278391720024
13,55.936932056596525,55.54314399883772,56.129130875049675
13,49.191246560604824,48.57082700367683,48.57935898856609
14,49.679801772032846,50.5393680106322,48.11277196434018
14,59.50933953007852,57.52746563442647,58.69446857620091
14,57.332540681770716,56.22038141320805,54.98888030584011
14,53.13174152111948,52.97131228938321,51.576941323743554
14,56.87151102962376,56.237886721724266,54.62077664821645
14,57.43909905315568,58.4389601467688,59.98700990491862
14,60.20303177298872,58.7717874934693,57.58301478472889
14,57.791170685703136,58.04784091061744,57.20928302674899
14,65.86279615103709,62.33304188231829,60.992965267462516
14,55.24685202733204,55.672576084864566,55.65064552614268
15,69.18588342946808,68.59856337882141,68.46244033331814
15,71.42703077344727,71.46290123847729,71.97299830135262
15,65.87132314395416,67.18374415149763,68.50603100669225
15,59.95859372914662,60.41404395794548,60.41795266692503
15,59.33942847961838,60.10089399283528,59.8750975674645
15,67.12332211300101,66.15445695754832,65.55267444048843
15,65.10152738199508,62.6487289050735,61.773218785738315
15,67.50616264543096,65.9830824240395,66.66019318908955
15,62.30939676268561,63.09951916880462,61.625692578755846
15,62.73458247144086,63.80091479871142,67.5026447877249
16,71.82496978792021,65.49327998176346,62.95338948137085
16,74.04876266944491,73.67011234898717,71.61222109020025
16,68.392020103388,68.48248505615962,68.03238331404171
16,68.16402601218921,67.44646859538724,73.38686407541226
16,69.3625099565072,67.16812972813051,67.43083998164079
16,69.02513904234361,69.54218106942916,72.71791737444309
16,63.60549330385047,66.13284959398933,69.72736206354858
16,69.3006242489487,68.36535605513049,66.34568203865538
16,67.87362366128947,69.0624007097602,69.92126689359418
16,77.02348110046489,74.17682642648145,76.14195895069224
17,75.07961357947798,74.27628188129644,74.3393376350187
17,77.87893987970827,77.93910392124164,74.71688346400344
17,79.66142419030203,75.11002476606924,72.27435712427238
17,88.26509140029417,84.72751741453793,83.09358911219535
17,75.26693467817927,73.53013211190454,71.92510281155285
17,75.94743452042644,75.95374889423253,73.97866004668222
17,74.31802290072744,69.58316682049255,65.50739990357508
17,81.03773999860238,74.3780130603279,78.55907953373759
17,74.0373087897758,73.70644563158407,71.3482079317093
17,74.44666261810337,75.33713851132092,79.89510012807754
18,90.91288462123526,89.66467212188155,88.64220816461716
18,89.27049929351753,84.17940223229074,81.74481574895799
18,92.92721673719203,93.2897296227883,100.36710214744181
18,80.79415434780185,80.87520510040606,79.8100847781846
18,77.91097526048334,77.26208832120336,78.15584554894359
18,93.25985573631505,93.66111400839469,93.61089645409777
