task_sizes,naive1,naive2,heuristic
67,204.11921559832308,210.90494412239323,203.73023312514073
219,1025.7691479966406,1047.9876936170945,1025.422938473326
134,508.98775408256694,511.016090428961,509.1641137823565
438,2819.799424721589,3196.3399558844044,2819.404649839549
201,906.062865684298,920.7950432391389,905.7236498028296
657,5128.614963014383,6447.065260320016,5128.1899484497735
133,503.69625146043774,505.95114056787685,504.11137050142895
437,2810.4185932019413,3183.214430020788,2810.0238183199017
266,1359.814862085825,1418.7051028826504,1360.660475952966
874,7829.015484350724,10749.345074924264,7828.559716381815
399,2458.6975021364688,2741.4001699046635,2458.3026721129227
1311,14307.445831155905,22699.903425600896,14307.158597504746
331,1870.479555631899,2014.126051537033,1870.0630054793724
1091,10884.833396692902,16130.861194511657,10884.410515314172
662,5186.233367976381,6556.612594278291,5186.097688294219
2182,30589.99824562662,59574.43877097018,30589.847501431337
993,9463.2956534185,13634.530696035681,9463.126310435455
3273,56075.5674297894,130335.81374084338,56075.38951729508
661,5174.57146418669,6537.028406546021,5174.151896746202
2181,30569.02206866322,59514.771515979075,30568.550413440218
1322,14485.41947423671,23169.886751630696,14485.41947423671
4362,86179.12654425764,228177.8542637195,86179.12654425764
1983,26518.517884125933,49900.62528778618,26518.517884125933
6543,158147.09647654695,505991.29849575163,158147.09647654695
